geography,period,area_code,area_name,language,n
Ward,2011,E05000835,Sale Moor,Greek,4
Ward,2011,E05000835,Sale Moor,Dutch,4
Ward,2011,E05000835,Sale Moor,Swedish,0
Ward,2011,E05000835,Sale Moor,Danish,1
Ward,2011,E05000835,Sale Moor,Finnish,1
Ward,2011,E05000835,Sale Moor,Estonian,0
Ward,2011,E05000835,Sale Moor,Slovenian,0
Ward,2011,E05000835,Sale Moor,Maltese,2
Ward,2011,E05000835,Sale Moor,Any other European Language (EU),0
Ward,2011,E05000835,Sale Moor,Albanian,6
Ward,2011,E05000835,Sale Moor,Serbian/Croatian/Bosnian,2
Ward,2011,E05000835,Sale Moor,Ukrainian,3
Ward,2011,E05000835,Sale Moor,Any other Eastern European Language (non EU),0
Ward,2011,E05000835,Sale Moor,Northern European Language (non EU),1
Ward,2011,E05000835,Sale Moor,Romani language (any),0
Ward,2011,E05000835,Sale Moor,Yiddish,0
Ward,2011,E05000835,Sale Moor,Russian,11
Ward,2011,E05000835,Sale Moor,Turkish,3
Ward,2011,E05000835,Sale Moor,Arabic,66
Ward,2011,E05000835,Sale Moor,Hebrew,0
Ward,2011,E05000835,Sale Moor,Kurdish,23
Ward,2011,E05000835,Sale Moor,Persian/Farsi,16
Ward,2011,E05000835,Sale Moor,Pashto,0
Ward,2011,E05000835,Sale Moor,West/Central Asian Language (all other),1
Ward,2011,E05000835,Sale Moor,Urdu,25
Ward,2011,E05000835,Sale Moor,Hindi,7
Ward,2011,E05000835,Sale Moor,Panjabi,5
Ward,2011,E05000835,Sale Moor,Pakistani Pahari (with Mirpuri and Potwari),0
Ward,2011,E05000835,Sale Moor,Bengali (with Sylheti and Chatgaya),22
Ward,2011,E05000835,Sale Moor,Gujarati,7
Ward,2011,E05000835,Sale Moor,Marathi,0
Ward,2011,E05000835,Sale Moor,Telugu,2
Ward,2011,E05000835,Sale Moor,Tamil,2
Ward,2011,E05000835,Sale Moor,Malayalam,6
Ward,2011,E05000835,Sale Moor,Sinhala,0
Ward,2011,E05000835,Sale Moor,Nepalese,2
Ward,2011,E05000835,Sale Moor,South Asian Language (all other),2
Ward,2011,E05000835,Sale Moor,Mandarin Chinese,2
Ward,2011,E05000835,Sale Moor,Cantonese Chinese,20
Ward,2011,E05000835,Sale Moor,All other Chinese,26
Ward,2011,E05000835,Sale Moor,Japanese,4
Ward,2011,E05000835,Sale Moor,Korean,6
Ward,2011,E05000835,Sale Moor,Vietnamese,0
Ward,2011,E05000835,Sale Moor,Thai,4
Ward,2011,E05000835,Sale Moor,Malay,5
Ward,2011,E05000835,Sale Moor,Tagalog/Filipino,0
Ward,2011,E05000835,Sale Moor,East Asian Language (all other),2
Ward,2011,E05000835,Sale Moor,Oceanic/Australian language (any),0
Ward,2011,E05000835,Sale Moor,North/South American language (any),0
Ward,2011,E05000835,Sale Moor,Caribbean Creole (English-based),0
Ward,2011,E05000835,Sale Moor,Caribbean Creole (all other),0
Ward,2011,E05000835,Sale Moor,Amharic,0
Ward,2011,E05000835,Sale Moor,Tigrinya,0
Ward,2011,E05000835,Sale Moor,Somali,0
Ward,2011,E05000835,Sale Moor,Krio,0
Ward,2011,E05000835,Sale Moor,Akan,0
Ward,2011,E05000835,Sale Moor,Yoruba,2
Ward,2011,E05000835,Sale Moor,Igbo,1
Ward,2011,E05000835,Sale Moor,Swahili/Kiswahili,1
Ward,2011,E05000835,Sale Moor,Luganda,0
Ward,2011,E05000835,Sale Moor,Lingala,0
Ward,2011,E05000835,Sale Moor,Shona,6
Ward,2011,E05000835,Sale Moor,Afrikaans,1
Ward,2011,E05000835,Sale Moor,Any other Nigerian language,0
Ward,2011,E05000835,Sale Moor,West African language (all other),0
Ward,2011,E05000835,Sale Moor,African language (all other),0
Ward,2011,E05000835,Sale Moor,All other languages,1
Ward,2011,E05000835,Sale Moor,British sign language,0
Ward,2011,E05000835,Sale Moor,Sign Language (all other),0
Ward,2011,E05000835,Sale Moor,Any Sign Communication System,0
Ward,2011,E05000836,Stretford,English (English or Welsh if in Wales),9946
Ward,2011,E05000836,Stretford,Welsh/Cymraeg (in England only),4
Ward,2011,E05000836,Stretford,Gaelic (Irish),0
Ward,2011,E05000836,Stretford,Gaelic (Scottish),0
Ward,2011,E05000836,Stretford,Manx Gaelic,0
Ward,2011,E05000836,Stretford,Gaelic (Not otherwise specified),0
Ward,2011,E05000836,Stretford,Cornish,0
Ward,2011,E05000836,Stretford,Scots,0
Ward,2011,E05000836,Stretford,Gypsy/Traveller languages,0
Ward,2011,E05000836,Stretford,French,14
Ward,2011,E05000836,Stretford,Portuguese,4
Ward,2011,E05000836,Stretford,Spanish,10
Ward,2011,E05000836,Stretford,Italian,2
Ward,2011,E05000836,Stretford,German,15
Ward,2011,E05000836,Stretford,Polish,194
Ward,2011,E05000836,Stretford,Slovak,7
Ward,2011,E05000836,Stretford,Czech,3
Ward,2011,E05000836,Stretford,Romanian,1
Ward,2011,E05000836,Stretford,Lithuanian,4
Ward,2011,E05000836,Stretford,Latvian,2
Ward,2011,E05000836,Stretford,Hungarian,25
Ward,2011,E05000836,Stretford,Bulgarian,0
Ward,2011,E05000836,Stretford,Greek,9
Ward,2011,E05000836,Stretford,Dutch,6
Ward,2011,E05000836,Stretford,Swedish,4
Ward,2011,E05000836,Stretford,Danish,1
Ward,2011,E05000836,Stretford,Finnish,2
Ward,2011,E05000836,Stretford,Estonian,0
Ward,2011,E05000836,Stretford,Slovenian,2
Ward,2011,E05000836,Stretford,Maltese,1
Ward,2011,E05000836,Stretford,Any other European Language (EU),0
Ward,2011,E05000836,Stretford,Albanian,5
Ward,2011,E05000836,Stretford,Serbian/Croatian/Bosnian,0
Ward,2011,E05000836,Stretford,Ukrainian,0
Ward,2011,E05000836,Stretford,Any other Eastern European Language (non EU),0
Ward,2011,E05000836,Stretford,Northern European Language (non EU),0
Ward,2011,E05000836,Stretford,Romani language (any),0
Ward,2011,E05000836,Stretford,Yiddish,0
Ward,2011,E05000836,Stretford,Russian,2
Ward,2011,E05000836,Stretford,Turkish,13
Ward,2011,E05000836,Stretford,Arabic,37
Ward,2011,E05000836,Stretford,Hebrew,0
Ward,2011,E05000836,Stretford,Kurdish,3
Ward,2011,E05000836,Stretford,Persian/Farsi,12
Ward,2011,E05000836,Stretford,Pashto,0
Ward,2011,E05000836,Stretford,West/Central Asian Language (all other),3
Ward,2011,E05000836,Stretford,Urdu,165
Ward,2011,E05000836,Stretford,Hindi,4
Ward,2011,E05000836,Stretford,Panjabi,78
Ward,2011,E05000836,Stretford,Pakistani Pahari (with Mirpuri and Potwari),1
Ward,2011,E05000836,Stretford,Bengali (with Sylheti and Chatgaya),7
Ward,2011,E05000836,Stretford,Gujarati,40
Ward,2011,E05000836,Stretford,Marathi,0
Ward,2011,E05000836,Stretford,Telugu,8
Ward,2011,E05000836,Stretford,Tamil,1
Ward,2011,E05000836,Stretford,Malayalam,13
Ward,2011,E05000836,Stretford,Sinhala,1
Ward,2011,E05000836,Stretford,Nepalese,0
Ward,2011,E05000836,Stretford,South Asian Language (all other),1
Ward,2011,E05000836,Stretford,Mandarin Chinese,0
Ward,2011,E05000836,Stretford,Cantonese Chinese,14
Ward,2011,E05000836,Stretford,All other Chinese,27
Ward,2011,E05000836,Stretford,Japanese,3
Ward,2011,E05000836,Stretford,Korean,9
Ward,2011,E05000836,Stretford,Vietnamese,4
Ward,2011,E05000836,Stretford,Thai,6
Ward,2011,E05000836,Stretford,Malay,0
Ward,2011,E05000836,Stretford,Tagalog/Filipino,3
Ward,2011,E05000836,Stretford,East Asian Language (all other),0
Ward,2011,E05000836,Stretford,Oceanic/Australian language (any),0
Ward,2011,E05000836,Stretford,North/South American language (any),1
Ward,2011,E05000836,Stretford,Caribbean Creole (English-based),0
Ward,2011,E05000836,Stretford,Caribbean Creole (all other),0
Ward,2011,E05000836,Stretford,Amharic,0
Ward,2011,E05000836,Stretford,Tigrinya,1
Ward,2011,E05000836,Stretford,Somali,0
Ward,2011,E05000836,Stretford,Krio,0
Ward,2011,E05000836,Stretford,Akan,0
Ward,2011,E05000836,Stretford,Yoruba,0
Ward,2011,E05000836,Stretford,Igbo,2
Ward,2011,E05000836,Stretford,Swahili/Kiswahili,0
Ward,2011,E05000836,Stretford,Luganda,0
Ward,2011,E05000836,Stretford,Lingala,1
Ward,2011,E05000836,Stretford,Shona,2
Ward,2011,E05000836,Stretford,Afrikaans,0
Ward,2011,E05000836,Stretford,Any other Nigerian language,2
Ward,2011,E05000836,Stretford,West African language (all other),1
Ward,2011,E05000836,Stretford,African language (all other),2
Ward,2011,E05000836,Stretford,All other languages,2
Ward,2011,E05000836,Stretford,British sign language,2
Ward,2011,E05000836,Stretford,Sign Language (all other),1
Ward,2011,E05000836,Stretford,Any Sign Communication System,0
Ward,2011,E05000837,Timperley,English (English or Welsh if in Wales),10478
Ward,2011,E05000837,Timperley,Welsh/Cymraeg (in England only),6
Ward,2011,E05000837,Timperley,Gaelic (Irish),0
Ward,2011,E05000837,Timperley,Gaelic (Scottish),0
Ward,2011,E05000837,Timperley,Manx Gaelic,0
Ward,2011,E05000837,Timperley,Gaelic (Not otherwise specified),0
Ward,2011,E05000837,Timperley,Cornish,0
Ward,2011,E05000837,Timperley,Scots,0
Ward,2011,E05000837,Timperley,Gypsy/Traveller languages,0
Ward,2011,E05000837,Timperley,French,8
Ward,2011,E05000837,Timperley,Portuguese,2
Ward,2011,E05000837,Timperley,Spanish,9
Ward,2011,E05000837,Timperley,Italian,10
Ward,2011,E05000837,Timperley,German,6
Ward,2011,E05000837,Timperley,Polish,29
Ward,2011,E05000837,Timperley,Slovak,7
Ward,2011,E05000837,Timperley,Czech,1
Ward,2011,E05000837,Timperley,Romanian,8
Ward,2011,E05000837,Timperley,Lithuanian,0
Ward,2011,E05000837,Timperley,Latvian,1
Ward,2011,E05000837,Timperley,Hungarian,2
Ward,2011,E05000837,Timperley,Bulgarian,0
Ward,2011,E05000837,Timperley,Greek,1
Ward,2011,E05000837,Timperley,Dutch,4
Ward,2011,E05000837,Timperley,Swedish,0
Ward,2011,E05000837,Timperley,Danish,2
Ward,2011,E05000837,Timperley,Finnish,1
Ward,2011,E05000837,Timperley,Estonian,0
Ward,2011,E05000837,Timperley,Slovenian,0
Ward,2011,E05000837,Timperley,Maltese,0
Ward,2011,E05000837,Timperley,Any other European Language (EU),1
Ward,2011,E05000837,Timperley,Albanian,2
Ward,2011,E05000837,Timperley,Serbian/Croatian/Bosnian,3
Ward,2011,E05000837,Timperley,Ukrainian,3
Ward,2011,E05000837,Timperley,Any other Eastern European Language (non EU),0
Ward,2011,E05000837,Timperley,Northern European Language (non EU),0
Ward,2011,E05000837,Timperley,Romani language (any),0
Ward,2011,E05000837,Timperley,Yiddish,0
Ward,2011,E05000837,Timperley,Russian,6
Ward,2011,E05000837,Timperley,Turkish,6
Ward,2011,E05000837,Timperley,Arabic,9
Ward,2011,E05000837,Timperley,Hebrew,0
Ward,2011,E05000837,Timperley,Kurdish,0
Ward,2011,E05000837,Timperley,Persian/Farsi,9
Ward,2011,E05000837,Timperley,Pashto,0
Ward,2011,E05000837,Timperley,West/Central Asian Language (all other),1
Ward,2011,E05000837,Timperley,Urdu,5
Ward,2011,E05000837,Timperley,Hindi,5
Ward,2011,E05000837,Timperley,Panjabi,1
Ward,2011,E05000837,Timperley,Pakistani Pahari (with Mirpuri and Potwari),0
Ward,2011,E05000837,Timperley,Bengali (with Sylheti and Chatgaya),3
Ward,2011,E05000837,Timperley,Gujarati,8
Ward,2011,E05000837,Timperley,Marathi,0
Ward,2011,E05000837,Timperley,Telugu,0
Ward,2011,E05000837,Timperley,Tamil,5
Ward,2011,E05000837,Timperley,Malayalam,5
Ward,2011,E05000837,Timperley,Sinhala,0
Ward,2011,E05000837,Timperley,Nepalese,0
Ward,2011,E05000837,Timperley,South Asian Language (all other),0
Ward,2011,E05000837,Timperley,Mandarin Chinese,1
Ward,2011,E05000837,Timperley,Cantonese Chinese,6
Ward,2011,E05000837,Timperley,All other Chinese,18
Ward,2011,E05000837,Timperley,Japanese,1
Ward,2011,E05000837,Timperley,Korean,0
Ward,2011,E05000837,Timperley,Vietnamese,0
Ward,2011,E05000837,Timperley,Thai,6
Ward,2011,E05000837,Timperley,Malay,3
Ward,2011,E05000837,Timperley,Tagalog/Filipino,1
Ward,2011,E05000837,Timperley,East Asian Language (all other),0
Ward,2011,E05000837,Timperley,Oceanic/Australian language (any),0
Ward,2011,E05000837,Timperley,North/South American language (any),0
Ward,2011,E05000837,Timperley,Caribbean Creole (English-based),0
Ward,2011,E05000837,Timperley,Caribbean Creole (all other),0
Ward,2011,E05000837,Timperley,Amharic,0
Ward,2011,E05000837,Timperley,Tigrinya,0
Ward,2011,E05000837,Timperley,Somali,0
Ward,2011,E05000837,Timperley,Krio,0
Ward,2011,E05000837,Timperley,Akan,0
Ward,2011,E05000837,Timperley,Yoruba,2
Ward,2011,E05000837,Timperley,Igbo,0
Ward,2011,E05000837,Timperley,Swahili/Kiswahili,0
Ward,2011,E05000837,Timperley,Luganda,0
Ward,2011,E05000837,Timperley,Lingala,0
Ward,2011,E05000837,Timperley,Shona,4
Ward,2011,E05000837,Timperley,Afrikaans,1
Ward,2011,E05000837,Timperley,Any other Nigerian language,0
Ward,2011,E05000837,Timperley,West African language (all other),0
Ward,2011,E05000837,Timperley,African language (all other),0
Ward,2011,E05000837,Timperley,All other languages,1
Ward,2011,E05000837,Timperley,British sign language,2
Ward,2011,E05000837,Timperley,Sign Language (all other),0
Ward,2011,E05000837,Timperley,Any Sign Communication System,0
Ward,2011,E05000838,Urmston,English (English or Welsh if in Wales),10491
Ward,2011,E05000838,Urmston,Welsh/Cymraeg (in England only),3
Ward,2011,E05000838,Urmston,Gaelic (Irish),0
Ward,2011,E05000838,Urmston,Gaelic (Scottish),0
Ward,2011,E05000838,Urmston,Manx Gaelic,0
Ward,2011,E05000838,Urmston,Gaelic (Not otherwise specified),0
Ward,2011,E05000838,Urmston,Cornish,0
Ward,2011,E05000838,Urmston,Scots,0
Ward,2011,E05000838,Urmston,Gypsy/Traveller languages,0
Ward,2011,E05000838,Urmston,French,9
Ward,2011,E05000838,Urmston,Portuguese,0
Ward,2011,E05000838,Urmston,Spanish,4
Ward,2011,E05000838,Urmston,Italian,2
Ward,2011,E05000838,Urmston,German,2
Ward,2011,E05000838,Urmston,Polish,39
Ward,2011,E05000838,Urmston,Slovak,4
Ward,2011,E05000838,Urmston,Czech,1
Ward,2011,E05000838,Urmston,Romanian,6
Ward,2011,E05000838,Urmston,Lithuanian,1
Ward,2011,E05000838,Urmston,Latvian,0
Ward,2011,E05000838,Urmston,Hungarian,7
Ward,2011,E05000838,Urmston,Bulgarian,3
Ward,2011,E05000838,Urmston,Greek,4
Ward,2011,E05000838,Urmston,Dutch,1
Ward,2011,E05000838,Urmston,Swedish,1
Ward,2011,E05000838,Urmston,Danish,4
Ward,2011,E05000838,Urmston,Finnish,2
Ward,2011,E05000838,Urmston,Estonian,1
Ward,2011,E05000838,Urmston,Slovenian,0
Ward,2011,E05000838,Urmston,Maltese,3
Ward,2011,E05000838,Urmston,Any other European Language (EU),0
Ward,2011,E05000838,Urmston,Albanian,3
Ward,2011,E05000838,Urmston,Serbian/Croatian/Bosnian,0
Ward,2011,E05000838,Urmston,Ukrainian,0
Ward,2011,E05000838,Urmston,Any other Eastern European Language (non EU),0
Ward,2011,E05000838,Urmston,Northern European Language (non EU),0
Ward,2011,E05000838,Urmston,Romani language (any),0
Ward,2011,E05000838,Urmston,Yiddish,0
Ward,2011,E05000838,Urmston,Russian,1
Ward,2011,E05000838,Urmston,Turkish,2
Ward,2011,E05000838,Urmston,Arabic,8
Ward,2011,E05000838,Urmston,Hebrew,0
Ward,2011,E05000838,Urmston,Kurdish,0
Ward,2011,E05000838,Urmston,Persian/Farsi,3
Ward,2011,E05000838,Urmston,Pashto,0
Ward,2011,E05000838,Urmston,West/Central Asian Language (all other),2
Ward,2011,E05000838,Urmston,Urdu,21
Ward,2011,E05000838,Urmston,Hindi,3
Ward,2011,E05000838,Urmston,Panjabi,14
Ward,2011,E05000838,Urmston,Pakistani Pahari (with Mirpuri and Potwari),1
Ward,2011,E05000838,Urmston,Bengali (with Sylheti and Chatgaya),8
Ward,2011,E05000838,Urmston,Gujarati,3
Ward,2011,E05000838,Urmston,Marathi,3
Ward,2011,E05000838,Urmston,Telugu,4
Ward,2011,E05000838,Urmston,Tamil,0
Ward,2011,E05000838,Urmston,Malayalam,16
Ward,2011,E05000838,Urmston,Sinhala,0
Ward,2011,E05000838,Urmston,Nepalese,0
Ward,2011,E05000838,Urmston,South Asian Language (all other),2
Ward,2011,E05000838,Urmston,Mandarin Chinese,0
Ward,2011,E05000838,Urmston,Cantonese Chinese,11
Ward,2011,E05000838,Urmston,All other Chinese,35
Ward,2011,E05000838,Urmston,Japanese,3
Ward,2011,E05000838,Urmston,Korean,5
Ward,2011,E05000838,Urmston,Vietnamese,2
Ward,2011,E05000838,Urmston,Thai,2
Ward,2011,E05000838,Urmston,Malay,1
Ward,2011,E05000838,Urmston,Tagalog/Filipino,8
Ward,2011,E05000838,Urmston,East Asian Language (all other),0
Ward,2011,E05000838,Urmston,Oceanic/Australian language (any),0
Ward,2011,E05000838,Urmston,North/South American language (any),0
Ward,2011,E05000838,Urmston,Caribbean Creole (English-based),0
Ward,2011,E05000838,Urmston,Caribbean Creole (all other),0
Ward,2011,E05000838,Urmston,Amharic,0
Ward,2011,E05000838,Urmston,Tigrinya,0
Ward,2011,E05000838,Urmston,Somali,0
Ward,2011,E05000838,Urmston,Krio,0
Ward,2011,E05000838,Urmston,Akan,0
Ward,2011,E05000838,Urmston,Yoruba,2
Ward,2011,E05000838,Urmston,Igbo,0
Ward,2011,E05000838,Urmston,Swahili/Kiswahili,0
Ward,2011,E05000838,Urmston,Luganda,0
Ward,2011,E05000838,Urmston,Lingala,0
Ward,2011,E05000838,Urmston,Shona,0
Ward,2011,E05000838,Urmston,Afrikaans,2
Ward,2011,E05000838,Urmston,Any other Nigerian language,0
Ward,2011,E05000838,Urmston,West African language (all other),1
Ward,2011,E05000838,Urmston,African language (all other),1
Ward,2011,E05000838,Urmston,All other languages,0
Ward,2011,E05000838,Urmston,British sign language,5
Ward,2011,E05000838,Urmston,Sign Language (all other),0
Ward,2011,E05000838,Urmston,Any Sign Communication System,1
Ward,2011,E05000839,Village,English (English or Welsh if in Wales),10077
Ward,2011,E05000839,Village,Welsh/Cymraeg (in England only),3
Ward,2011,E05000839,Village,Gaelic (Irish),0
Ward,2011,E05000839,Village,Gaelic (Scottish),0
Ward,2011,E05000839,Village,Manx Gaelic,0
Ward,2011,E05000839,Village,Gaelic (Not otherwise specified),0
Ward,2011,E05000839,Village,Cornish,0
Ward,2011,E05000839,Village,Scots,0
Ward,2011,E05000839,Village,Gypsy/Traveller languages,0
Ward,2011,E05000839,Village,French,5
Ward,2011,E05000839,Village,Portuguese,6
Ward,2011,E05000839,Village,Spanish,4
Ward,2011,E05000839,Village,Italian,3
Ward,2011,E05000839,Village,German,8
Ward,2011,E05000839,Village,Polish,37
Ward,2011,E05000839,Village,Slovak,3
Ward,2011,E05000839,Village,Czech,2
Ward,2011,E05000839,Village,Romanian,3
Ward,2011,E05000839,Village,Lithuanian,2
Ward,2011,E05000839,Village,Latvian,0
Ward,2011,E05000839,Village,Hungarian,6
Ward,2011,E05000839,Village,Bulgarian,0
Ward,2011,E05000839,Village,Greek,1
Ward,2011,E05000839,Village,Dutch,4
Ward,2011,E05000839,Village,Swedish,0
Ward,2011,E05000839,Village,Danish,0
Ward,2011,E05000839,Village,Finnish,0
Ward,2011,E05000839,Village,Estonian,0
Ward,2011,E05000839,Village,Slovenian,1
Ward,2011,E05000839,Village,Maltese,2
Ward,2011,E05000839,Village,Any other European Language (EU),1
Ward,2011,E05000839,Village,Albanian,12
Ward,2011,E05000839,Village,Serbian/Croatian/Bosnian,1
Ward,2011,E05000839,Village,Ukrainian,0
Ward,2011,E05000839,Village,Any other Eastern European Language (non EU),0
Ward,2011,E05000839,Village,Northern European Language (non EU),1
Ward,2011,E05000839,Village,Romani language (any),0
Ward,2011,E05000839,Village,Yiddish,0
Ward,2011,E05000839,Village,Russian,12
Ward,2011,E05000839,Village,Turkish,0
Ward,2011,E05000839,Village,Arabic,10
Ward,2011,E05000839,Village,Hebrew,0
Ward,2011,E05000839,Village,Kurdish,0
Ward,2011,E05000839,Village,Persian/Farsi,19
Ward,2011,E05000839,Village,Pashto,1
Ward,2011,E05000839,Village,West/Central Asian Language (all other),1
Ward,2011,E05000839,Village,Urdu,19
Ward,2011,E05000839,Village,Hindi,1
Ward,2011,E05000839,Village,Panjabi,17
Ward,2011,E05000839,Village,Pakistani Pahari (with Mirpuri and Potwari),0
Ward,2011,E05000839,Village,Bengali (with Sylheti and Chatgaya),9
Ward,2011,E05000839,Village,Gujarati,2
Ward,2011,E05000839,Village,Marathi,5
Ward,2011,E05000839,Village,Telugu,0
Ward,2011,E05000839,Village,Tamil,9
Ward,2011,E05000839,Village,Malayalam,15
Ward,2011,E05000839,Village,Sinhala,2
Ward,2011,E05000839,Village,Nepalese,0
Ward,2011,E05000839,Village,South Asian Language (all other),0
Ward,2011,E05000839,Village,Mandarin Chinese,3
Ward,2011,E05000839,Village,Cantonese Chinese,6
Ward,2011,E05000839,Village,All other Chinese,29
Ward,2011,E05000839,Village,Japanese,0
Ward,2011,E05000839,Village,Korean,0
Ward,2011,E05000839,Village,Vietnamese,2
Ward,2011,E05000839,Village,Thai,5
Ward,2011,E05000839,Village,Malay,3
Ward,2011,E05000839,Village,Tagalog/Filipino,2
Ward,2011,E05000839,Village,East Asian Language (all other),4
Ward,2011,E05000839,Village,Oceanic/Australian language (any),0
Ward,2011,E05000839,Village,North/South American language (any),0
Ward,2011,E05000839,Village,Caribbean Creole (English-based),0
Ward,2011,E05000839,Village,Caribbean Creole (all other),0
Ward,2011,E05000839,Village,Amharic,0
Ward,2011,E05000839,Village,Tigrinya,0
Ward,2011,E05000839,Village,Somali,0
Ward,2011,E05000839,Village,Krio,0
Ward,2011,E05000839,Village,Akan,0
Ward,2011,E05000839,Village,Yoruba,0
Ward,2011,E05000839,Village,Igbo,2
Ward,2011,E05000839,Village,Swahili/Kiswahili,0
Ward,2011,E05000839,Village,Luganda,0
Ward,2011,E05000839,Village,Lingala,0
Ward,2011,E05000839,Village,Shona,0
Ward,2011,E05000839,Village,Afrikaans,0
Ward,2011,E05000839,Village,Any other Nigerian language,0
Ward,2011,E05000839,Village,West African language (all other),1
Ward,2011,E05000839,Village,African language (all other),0
Ward,2011,E05000839,Village,All other languages,3
Ward,2011,E05000839,Village,British sign language,4
Ward,2011,E05000839,Village,Sign Language (all other),1
Ward,2011,E05000839,Village,Any Sign Communication System,1
